Kingdom,Phylum,Class,Order,Family,Genus
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,FW13,NA
Bacteria,Parcubacteria,Candidatus_Falkowbacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,NA
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Phormidium
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter
Bacteria,FBP,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Heliobacteriaceae,Hydrogenispora
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
Eukaryota,NA,NA,NA,NA,NA
Archaea,Bathyarchaeota,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIV,FamilyI,Anabaena
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Tychonema
Bacteria,Verrucomicrobia,Opitutae,Opitutae_vadinHA64,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Pleurocapsa
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,NA
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,SR1_(Absconditabacteria),NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,070125-BRIC7-5,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales_Incertae_Sedis,Terrimicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovarius
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,NA,NA
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA
Bacteria,Actinobacteria,Actinobacteria,PeM15,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Chloroflexi,SBR2076,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,1174-901-12,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Cyanobacteria,ML635J-21,NA,NA,NA
Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albirhodobacter
Bacteria,Peregrinibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,070125-BRIC7-5,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Rugamonas
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinoallomurus
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Lapillicoccus
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XIII,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Microgenomates,Candidatus_Woesebacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,CPR2,NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA
Bacteria,Verrucomicrobia,Opitutae,Opitutae_vadinHA64,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Zavarzinella
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,NA
Bacteria,FBP,NA,NA,NA,NA
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,JG34-KF-161,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Woodsholea
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_UCG-005
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Ezakiella
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Leptospiraceae,Leptonema
Bacteria,Parcubacteria,Candidatus_Azambacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Peregrinibacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,NA,NA
Bacteria,Chloroflexi,SBR2076,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_Incertae_Sedis,NA,NA
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga
Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
Bacteria,Chloroflexi,TK10,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Bacteria,Chloroflexi,KD4-96,NA,NA,NA
Bacteria,Peregrinibacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,NA,NA
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Planktoluna
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,Christensenellaceae_R-7_group
Eukaryota,NA,NA,NA,NA,NA
Bacteria,FBP,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,NA,NA
Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Microcystis
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,NA
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Peptoniphilus
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Agreia
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,NA
Bacteria,Chloroflexi,JG37-AG-4,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Betaproteobacteria,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Jorgensenbacteria,NA,NA,NA
Bacteria,Cyanobacteria,Melainabacteria,Obscuribacterales,NA,NA
Bacteria,Planctomycetes,OM190,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA
Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),Blastocatella
Bacteria,Microgenomates,NA,NA,NA,NA
Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Qingshengfania
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Mitsuaria
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Moranbacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Adlerbacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Gracilibacteria,NA,NA,NA,NA
Bacteria,Chloroflexi,SBR2076,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,NA,NA,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_Incertae_Sedis,NA
Bacteria,Microgenomates,Candidatus_Collierbacteria,NA,NA,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,NA
Archaea,Woesearchaeota_(DHVEG-6),NA,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Nomurabacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckia
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,NA
Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Slackia
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio
Bacteria,Saccharibacteria,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylorosula
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Eukaryota,NA,NA,NA,NA,NA
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
Bacteria,Firmicutes,Clostridia,Halanaerobiales,ODP1230B8.23,NA
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter
Bacteria,Firmicutes,Bacilli,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,NA
Bacteria,Cyanobacteria,Cyanobacteria,NA,NA,NA
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,GOM_Arc_I,Candidatus_Methanoperedens
Eukaryota,Ciliophora,Intramacronucleata,Conthreep,Oligohymenophorea,Zoothamnium
Bacteria,Actinobacteria,Actinobacteria,Frankiales,NA,NA
Bacteria,Parcubacteria,Candidatus_Magasanikbacteria,NA,NA,NA
Bacteria,Microgenomates,Candidatus_Woesebacteria,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA
Bacteria,Parcubacteria,Candidatus_Giovannonibacteria,NA,NA,NA
Bacteria,Parcubacteria,Candidatus_Yanofskybacteria,NA,NA,NA
Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,NA
Bacteria,Parcubacteria,Candidatus_Uhrbacteria,NA,NA,NA
Bacteria,Parcubacteria,NA,NA,NA,NA
Bacteria,WS2,NA,NA,NA,NA
Archaea,NA,NA,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_Incertae_Sedis,Reyranella
Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis
Bacteria,Cyanobacteria,Chloroplast,NA,NA,NA
Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29_marine_group
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,NA
Bacteria,FBP,NA,NA,NA,NA
Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),NA
Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
